seller_sk	seller_id	seller_zip_code_prefix	seller_city	seller_state	first_sale_date	last_sale_date	total_orders	total_items_sold	total_sales_amount	avg_item_price	is_top_seller	dwh_create_date
174	0ea22c1cfbdc755f86b9b54b39c16043	35700	sete lagoas	MG	2016-10-06	2018-08-22	237	269	10711.70	39.82	0	2026-05-13 13:24:56.700
175	0eaa7e33d73809f1f925f7d07c506cbd	9111	santo andre	SP	2017-04-10	2018-08-27	15	15	1552.00	103.47	0	2026-05-13 13:24:56.700
176	0ebd97a106433a45a4aebe57c1799778	32240	contagem	MG	2017-05-16	2018-07-13	31	32	3046.80	95.21	0	2026-05-13 13:24:56.700
177	0ec28cec4046a4a199b6de9b4c891d97	74110	goiania	GO	2018-04-22	2018-05-17	3	4	296.60	74.15	0	2026-05-13 13:24:56.700
178	0ed6ce5d87fd9c69eaacaeb778d67235	13473	americana	SP	2017-10-05	2018-08-21	43	43	2141.42	49.80	0	2026-05-13 13:24:56.700
179	0ee4fb99ac55ffbbc98795aa01b7f8fa	6539	santana de parnaiba	SP	2017-05-01	2017-05-01	1	1	59.90	59.90	0	2026-05-13 13:24:56.700
180	0ef83d7d83ed97cd2a0049ac8be5f88a	80230	curitiba	PR	2017-11-24	2018-08-28	48	55	4421.01	80.38	0	2026-05-13 13:24:56.700
181	0f0c984a4a955310903b6b6008660bad	14403	franca	SP	2018-04-24	2018-05-27	4	4	369.81	92.45	0	2026-05-13 13:24:56.700
182	0f519b0d2e5eb2227c93dd25038bfc01	14940	ibitinga	SP	2017-01-27	2017-01-27	1	1	79.90	79.90	0	2026-05-13 13:24:56.700
183	0f7eea709efdf942b5f95c7516dbacd7	19865	pedrinhas paulista	SP	2018-04-05	2018-05-13	3	3	195.74	65.25	0	2026-05-13 13:24:56.700
184	0f80a40c312b2472dca482cf50f5186f	18681	lencois paulista	SP	2018-08-22	2018-08-22	1	1	129.90	129.90	0	2026-05-13 13:24:56.700
185	0f94588695d71662beec8d883ffacf09	88037	florianopolis	SC	2017-03-01	2017-03-01	1	1	9.00	9.00	0	2026-05-13 13:24:56.700
186	0fe2d9733ed841eb064503920015a8c0	19906	ourinhos	SP	2018-05-14	2018-07-09	3	3	389.64	129.88	0	2026-05-13 13:24:56.700
187	0ff83046c3fa22efee8ecf291888b191	95110	caxias do sul	RS	2017-04-01	2018-04-01	10	11	768.90	69.90	0	2026-05-13 13:24:56.700
188	0ffa40d54288e4f3499b8780dd0f144f	19013	presidente prudente	SP	2018-01-10	2018-05-11	33	35	2162.80	61.79	0	2026-05-13 13:24:56.700
189	10076e5788b8ee532724bcd460baf762	14315	batatais	SP	2017-05-11	2018-07-24	23	26	821.48	31.60	0	2026-05-13 13:24:56.700
190	10089e9f2fd0c668a8fd4e52e1698888	15061	sao jose do rio preto	SP	2017-03-12	2017-11-14	3	3	1139.90	379.97	0	2026-05-13 13:24:56.700
191	101921376b577a4540dc30e9009133ca	13505	rio claro	SP	2017-05-19	2017-05-19	1	1	373.00	373.00	0	2026-05-13 13:24:56.700
192	101a3a003516bc11253298b2fad3cb65	13503	rio claro	SP	2018-06-21	2018-07-26	5	6	450.00	75.00	0	2026-05-13 13:24:56.700
193	1025f0e2d44d7041d6cf58b6550e0bfa	3204	sao paulo	SP	2017-07-09	2018-08-26	915	1428	138968.55	97.32	1	2026-05-13 13:24:56.700
194	10264f60a8f0a4d2f30810f5c661c673	13090	campinas	SP	2018-06-19	2018-08-09	4	4	284.60	71.15	0	2026-05-13 13:24:56.700
195	1099a00e0ee3a50935e6c2447ca090c5	20921	rio de janeiro	RJ	2017-11-09	2018-01-02	3	3	849.70	283.23	0	2026-05-13 13:24:56.700
196	10cdd491d1dbea8fb4ead97b19c334ce	37540	santa rita do sapucai	MG	2018-06-26	2018-07-24	3	3	208.90	69.63	0	2026-05-13 13:24:56.700
197	10ff823eda2b032e2c93d17a7d294736	17280	pederneiras	SP	2017-06-14	2018-04-06	9	9	1294.97	143.89	0	2026-05-13 13:24:56.700
198	112453736dbe3889cfb74e1aaa0ba0c1	3520	sao paulo	SP	2018-06-13	2018-08-18	7	14	1890.00	135.00	0	2026-05-13 13:24:56.700
199	1127b7f2594683f2510f1c2c834a486b	13087	campinas	SP	2017-02-24	2018-08-22	114	132	6851.33	51.90	0	2026-05-13 13:24:56.700
200	11305281b50fff20ae8bb473f8e11876	36500	uba	MG	2016-10-09	2018-08-21	35	40	6528.70	163.22	0	2026-05-13 13:24:56.700
201	113e3a788b935f48aad63e1c41dac1bd	12570	aparecida	SP	2017-07-22	2018-08-17	39	48	847.35	17.65	0	2026-05-13 13:24:56.700
202	116ccb1a1604bc88e4d234a8c23f33de	9850	sao bernardo do campo	SP	2017-11-09	2018-08-21	61	73	2004.89	27.46	0	2026-05-13 13:24:56.700
203	11742f81550ac064cc9a40f67151d9ad	15810	catanduva	SP	2018-08-02	2018-08-17	2	2	781.90	390.95	0	2026-05-13 13:24:56.700
204	117cfc326c6d50da67ca858ff5c0c852	25530	sao joao de meriti	RJ	2018-05-02	2018-05-19	5	5	454.60	90.92	0	2026-05-13 13:24:56.700
205	11938fcc75f6902fea1d0a6f72b54a57	89900	sao miguel d'oeste	SC	2018-01-11	2018-05-27	2	2	594.98	297.49	0	2026-05-13 13:24:56.700
206	119c7f1a00ef43fad0e57604e76a747c	2614	sao paulo	SP	2017-10-15	2018-02-27	2	2	189.80	94.90	0	2026-05-13 13:24:56.700
207	119d1aef1b4144adba89163f6cd9f5d4	13920	pedreira	SP	2017-05-26	2017-11-17	4	4	1094.00	273.50	0	2026-05-13 13:24:56.700
208	11bfa66332777660bd0640ee84d47006	14085	ribeirao preto	SP	2017-09-06	2018-08-23	76	102	3925.87	38.49	0	2026-05-13 13:24:56.700
209	11d4c477d09821164bca4f70a2eae031	14075	ribeirao preto	SP	2017-07-18	2017-08-28	3	4	83.04	20.76	0	2026-05-13 13:24:56.700
210	11eac105f3f90a9b87b19c89d91e24f3	7411	sao paulo	SP	2017-05-24	2017-07-12	5	5	802.89	160.58	0	2026-05-13 13:24:56.700
211	11fb6f6d341adbe19e81733701704635	4133	sao paulo	SP	2018-08-07	2018-08-25	3	3	1197.00	399.00	0	2026-05-13 13:24:56.700
212	120476eb7a04c149d14772edaf5d9bf2	23954	angra dos reis	RJ	2018-07-14	2018-08-10	4	6	2368.80	394.80	0	2026-05-13 13:24:56.700
213	1284de4ae8aa26997e748c851557cf0e	85301	laranjeiras do sul	SP	2017-05-11	2017-10-18	3	3	1459.97	486.66	0	2026-05-13 13:24:56.700
214	128639473a139ac0f3e5f5ade55873a5	87050	maringa	PR	2017-05-12	2018-08-18	533	560	11908.85	21.27	0	2026-05-13 13:24:56.700
215	128f9bfbe4c7d5185033914b1de3d39a	12940	atibaia	SP	2017-09-13	2018-06-17	14	16	1277.29	79.83	0	2026-05-13 13:24:56.700
216	12a8eb0f8d1cd3270695bf2a99f55966	4607	sao paulo	SP	2017-10-12	2017-12-13	2	2	397.00	198.50	0	2026-05-13 13:24:56.700
217	12b9676b00f60f3b700e83af21824c0e	95780	montenegro	RS	2017-03-07	2018-08-26	135	135	26774.00	198.33	0	2026-05-13 13:24:56.700
218	12c2ed9cded6138cf0c75f525f565fc7	11709	praia grande	SP	2017-11-09	2018-08-03	4	4	314.96	78.74	0	2026-05-13 13:24:56.700
219	13074f016982ff2bd6c58ced8682f000	95705	bento goncalves	RS	2017-11-02	2018-07-28	14	15	2116.00	141.07	0	2026-05-13 13:24:56.700
220	131fcb0a0c9a47bba4474aacff0f14b7	1201	sao paulo	SP	2018-06-03	2018-08-09	4	4	369.80	92.45	0	2026-05-13 13:24:56.700
221	1336efc61c316ddf92c899eb817f7cae	19800	assis	SP	2017-01-22	2018-08-16	74	85	4837.31	56.91	0	2026-05-13 13:24:56.700
222	134285d1f41da5c13a756ee8142c8a4e	2523	sao paulo	SP	2018-06-10	2018-08-16	3	4	1572.70	393.17	0	2026-05-13 13:24:56.700
223	134a288e7de827ec5ec62e3ec9c3a295	3168	sao paulo	SP	2017-05-01	2017-09-17	9	9	877.45	97.49	0	2026-05-13 13:24:56.700
224	134b867a0f7f8bbe6abf10f91874891e	13272	valinhos	SP	2018-04-19	2018-04-19	1	1	789.89	789.89	0	2026-05-13 13:24:56.700
225	13511db12ac61e2f89c53b72a944a60b	95020	caxias do sul	RS	2018-04-23	2018-08-18	6	6	798.00	133.00	0	2026-05-13 13:24:56.700
226	1352e06ae67b410cdae0b2a22361167b	26051	rio de janeiro	RJ	2017-04-07	2017-06-23	4	4	696.00	174.00	0	2026-05-13 13:24:56.700
227	1354d51653f645349064725ed204e85e	1230	sao paulo	SP	2017-06-05	2018-08-21	18	20	2410.00	120.50	0	2026-05-13 13:24:56.700
228	138dbe45fc62f1e244378131a6801526	2215	sao paulo	SP	2018-05-07	2018-08-24	49	58	1125.56	19.41	0	2026-05-13 13:24:56.700
229	139157dd4daa45c25b0807ffff348363	3064	sao paulo	SP	2017-08-31	2017-08-31	1	1	29.90	29.90	0	2026-05-13 13:24:56.700
230	13c2ed7698b3ca92dad49e849219da59	84010	ponta grossa	PR	2018-01-03	2018-08-02	8	9	498.61	55.40	0	2026-05-13 13:24:56.700
231	13d058e4eeac2ce8217660b2f8a05812	6080	osasco	SP	2017-05-11	2018-07-20	23	23	3829.77	166.51	0	2026-05-13 13:24:56.700
232	13d95f0f6f73943d4ceffad0fc2cd32c	74473	goiania	GO	2018-03-13	2018-03-13	1	1	249.99	249.99	0	2026-05-13 13:24:56.700
233	13dd308f81fea30cc670c656b2b46cc3	13454	santa barbara d'oeste	SP	2018-07-30	2018-08-27	3	3	117.70	39.23	0	2026-05-13 13:24:56.700
234	13e85aac53340018b40c2af68001b7e0	13920	pedreira	SP	2016-10-08	2016-10-08	1	1	17.80	17.80	0	2026-05-13 13:24:56.700
235	13f57c12a00ed4610db646b913a7f5c6	11015	santos	SP	2017-09-25	2018-05-04	7	13	645.20	49.63	0	2026-05-13 13:24:56.700
236	13fa2a6c6b9d0f43cb588d7c82117a12	3567	sao paulo	SP	2017-06-09	2017-09-27	9	10	4528.00	452.80	0	2026-05-13 13:24:56.700
237	141440cad9341e553f8401c574a2aa38	85200	pitanga	PR	2018-05-01	2018-08-14	11	12	1288.20	107.35	0	2026-05-13 13:24:56.700
238	1430239a858e7682bbc43b20758af153	4087	sao paulo	SP	2017-08-22	2018-08-21	18	23	660.79	28.73	0	2026-05-13 13:24:56.700
239	1444c08e64d55fb3c25f0f09c07ffcf2	42738	lauro de freitas	BA	2018-04-28	2018-04-28	1	1	2749.00	2749.00	0	2026-05-13 13:24:56.700
240	1464afc72f696af775557a821c2e253f	28630	nova friburgo	RJ	2017-04-12	2018-08-19	29	30	1059.36	35.31	0	2026-05-13 13:24:56.700
241	14a08204d03bb6b6bde8029f801ae0eb	1026	sao paulo	SP	2018-03-15	2018-08-20	28	38	2185.40	57.51	0	2026-05-13 13:24:56.700
242	14d7985702e72162bbf13b6beb74ab2b	9131	santo andre	SP	2017-03-31	2018-08-17	37	38	3887.00	102.29	0	2026-05-13 13:24:56.700
243	14ee35374a7876217954b5fa08e50463	15015	sao jose do rio preto	SP	2017-10-04	2018-01-17	6	6	809.00	134.83	0	2026-05-13 13:24:56.700
244	14f2b3587172b9db894c9bad8dab520b	95240	ipe	RS	2018-03-21	2018-07-14	2	2	244.00	122.00	0	2026-05-13 13:24:56.700
245	152ee17e4c8aaf53dac99f3462e4999b	89248	garuva	SC	2017-07-14	2017-10-14	6	6	308.96	51.49	0	2026-05-13 13:24:56.700
246	154bdf805377afea75a3bd158e9eab10	14940	ibitinga	SP	NULL	NULL	1	1	89.90	89.90	0	2026-05-13 13:24:56.700
247	1554a68530182680ad5c8b042c3ab563	37580	monte siao	MG	2016-09-04	2018-08-15	247	269	29052.53	108.00	0	2026-05-13 13:24:56.700
248	157c3e4b42f81ac4a44e8b1ca2fe9876	3211	sao paulo	SP	2017-10-19	2018-08-16	23	31	2548.50	82.21	0	2026-05-13 13:24:56.700
249	1588ac4010787100dddef64568f0ae35	87045	maringa	PR	2017-12-22	2018-01-18	3	3	599.97	199.99	0	2026-05-13 13:24:56.700
250	15aac934c58d886785ac1b17953ea898	29480	muqui	ES	2017-10-19	2018-06-26	25	26	4353.90	167.46	0	2026-05-13 13:24:56.700
251	15ac3c501e2599e4917316fde5c5669a	4911	sao paulo	SP	2017-02-26	2017-02-26	1	1	144.20	144.20	0	2026-05-13 13:24:56.700
252	15aec03fe4cf30dfa574cf550f5ff5ff	21862	rio de janeiro	RJ	2017-02-09	2017-02-09	1	1	28.90	28.90	0	2026-05-13 13:24:56.700
253	15b3b1b81484422eb41df68ac87f1f50	17047	bauru	SP	2017-11-24	2018-01-22	2	2	78.35	39.17	0	2026-05-13 13:24:56.700
254	15cd6eefe58588619aaed41dfa6621b1	35400	ouro preto	MG	2017-07-17	2018-05-12	16	18	1622.74	90.15	0	2026-05-13 13:24:56.700
255	15ead3a5037a918ddb520dfe39a3d2b9	36401	conselheiro lafaiete	MG	2018-01-22	2018-04-24	7	8	275.50	34.44	0	2026-05-13 13:24:56.700
256	15fa791d5e017f66402dc28c44480657	3307	sao paulo	SP	2018-02-16	2018-06-12	8	8	1802.00	225.25	0	2026-05-13 13:24:56.700
257	160851d3ece7aa1a510f8d1a4bb8a8af	17400	garca	SP	2018-07-29	2018-08-20	2	2	102.05	51.02	0	2026-05-13 13:24:56.700
258	16090f2ca825584b5a147ab24aa30c86	12940	atibaia	SP	2017-01-31	2018-08-27	402	410	25716.44	62.72	0	2026-05-13 13:24:56.700
259	160e4f13fd3a64b1b86807be88b5ffb0	83409	colombo	PR	2017-11-15	2018-02-13	4	4	886.00	221.50	0	2026-05-13 13:24:56.700
260	164a5a8794e6d42e14f55e447b12a3bc	85980	guaira	PR	2018-07-27	2018-07-27	1	1	73.99	73.99	0	2026-05-13 13:24:56.700
261	165b1235e9e9942cb5fae67103576fb0	14020	ribeirao preto	SP	2018-05-20	2018-08-19	11	16	2085.15	130.32	0	2026-05-13 13:24:56.700
262	165fc07beebdcb6190fba8a06db2a449	87015	maringa	PR	2017-08-07	2018-08-14	50	64	17481.40	273.15	0	2026-05-13 13:24:56.700
263	1660ad786c27fd935378b6192a90b417	9891	sao bernardo do campo	SP	2017-08-17	2018-07-22	12	13	1570.00	120.77	0	2026-05-13 13:24:56.700
264	166e8f1381e09651983c38b1f6f91c11	88780	imbituba	SC	2017-07-25	2017-08-21	2	2	78.80	39.40	0	2026-05-13 13:24:56.700
265	167fd940acebc789debd6eb418c46e38	14405	franca	SP	2017-11-30	2018-06-04	5	5	1077.58	215.52	0	2026-05-13 13:24:56.700
266	1690cada046eb7e92c12f98b1f8a8167	1303	sao paulo	SP	2018-04-16	2018-08-10	11	11	1959.00	178.09	0	2026-05-13 13:24:56.700
267	16bdc8cefd0e32a6f0824d296c5ad14a	12903	sp	SP	2018-04-11	2018-04-11	1	1	41.76	41.76	0	2026-05-13 13:24:56.700
268	1703bc09972dab9782e7a9194943b69f	37165	minas gerais	MG	2018-07-14	2018-07-14	1	1	249.90	249.90	0	2026-05-13 13:24:56.700
269	1710c3aaa9c6b44ec3883ee0fe300e21	9551	sao caetano do sul	SP	2018-04-25	2018-05-02	2	2	1188.90	594.45	0	2026-05-13 13:24:56.700
270	17306570e772e7718c92a562d33f5f1d	17250	bariri	SP	2017-02-28	2018-04-18	29	32	9669.80	302.18	0	2026-05-13 13:24:56.700
271	173d56ffbd4c56cb80fc3615487d712b	11370	sao vicente	SP	2018-08-18	2018-08-20	2	2	358.00	179.00	0	2026-05-13 13:24:56.700
272	1746c1ae87ac63d530c7c943d0ac42e2	6501	santana de parnaiba	SP	2017-12-12	2017-12-12	1	1	229.90	229.90	0	2026-05-13 13:24:56.700
273	1771297ac436903d1dd6b0e9279aa505	7025	guarulhos	SP	2017-01-19	2018-03-13	28	36	2881.27	80.04	0	2026-05-13 13:24:56.700
274	1782ce2db72c3dda627d5e7c898104e1	6766	taboao da serra	SP	2017-02-06	2018-05-05	9	10	2010.80	201.08	0	2026-05-13 13:24:56.700
275	17908cf9b444ee34047cadd5c0f4a516	75124	anapolis	GO	2017-09-21	2018-08-11	11	11	1993.99	181.27	0	2026-05-13 13:24:56.700
276	17998cf586426bf0f2c3726cb0a4b211	30710	belo horizonte	MG	2017-07-28	2018-01-01	2	2	69.80	34.90	0	2026-05-13 13:24:56.700
277	179d859f51292aac5c10806a356f7af9	9411	ribeirao pires	SP	2018-06-29	2018-08-10	18	19	404.47	21.29	0	2026-05-13 13:24:56.700
278	17a053fcb14bd219540cbde0df490be0	13843	mogi guacu	SP	2017-07-06	2018-08-13	125	149	40703.14	273.18	0	2026-05-13 13:24:56.700
279	17adeba047385fb0c67d8e90b4296d21	7052	guarulhos	SP	2017-03-08	2017-03-08	1	3	809.70	269.90	0	2026-05-13 13:24:56.700
280	17ca9b9e9b9ef8fdb529001b49ebb50f	32677	betim	MG	2017-07-11	2018-08-21	116	129	9754.83	75.62	0	2026-05-13 13:24:56.700
281	17e34d8224d27a541263c4c64b11a56b	14085	riberao preto	SP	2017-02-16	2018-08-20	255	268	56363.24	210.31	0	2026-05-13 13:24:56.700
282	17eea220a40cc0d2c0c5346379682398	3565	sao paulo	SP	2017-09-14	2017-10-26	4	4	1414.98	353.75	0	2026-05-13 13:24:56.700
283	17f51e7198701186712e53a39c564617	3908	sao paulo	SP	2017-02-04	2018-08-05	56	61	48019.00	787.20	0	2026-05-13 13:24:56.700
284	180c3376aff0e43dd5788709df48a843	9911	sao paulo	SP	2017-08-11	2018-01-03	5	10	4513.00	451.30	0	2026-05-13 13:24:56.700
285	1835b56ce799e6a4dc4eddc053f04066	14940	ibitinga	SP	2017-09-05	2018-08-25	423	558	33344.21	59.76	0	2026-05-13 13:24:56.700
286	1838dd9b8977065acf51d95e0053ea7a	30882	belo horizonte	MG	2017-07-28	2018-08-01	64	67	2820.30	42.09	0	2026-05-13 13:24:56.700
287	184725737946a1a938bbbd1a9e978103	9370	maua	SP	2018-08-12	2018-08-21	3	3	359.70	119.90	0	2026-05-13 13:24:56.700
288	184a67a8f9f63234d3a92340bbdb727f	89220	joinville	SC	2016-10-04	2017-11-08	8	11	268.66	24.42	0	2026-05-13 13:24:56.700
289	186cdd1b2df32caa72cfb410bba768d3	89295	rio negrinho	SC	2018-05-11	2018-08-06	6	6	1341.45	223.58	0	2026-05-13 13:24:56.700
290	189ca3538ce9f920cacf0f982cbe223b	3589	sao paulo	SP	2018-06-21	2018-08-07	4	5	419.00	83.80	0	2026-05-13 13:24:56.700
291	18a349e75d307f4b4cc646a691ed4216	1319	sao paulo	SP	2017-08-21	2018-08-26	121	148	8711.53	58.86	0	2026-05-13 13:24:56.700
292	18e694e0e48ed6f7aa3f24aade5fd697	13224	varzea paulista	SP	2018-06-05	2018-08-26	31	34	701.54	20.63	0	2026-05-13 13:24:56.700
293	1900267e848ceeba8fa32d80c1a5f5a8	14940	ibitinga	SP	2017-05-17	2018-08-26	411	529	24982.53	47.23	0	2026-05-13 13:24:56.700
294	191d55f7edb8524d525ed01b20fe32e8	73020	brasilia	DF	2017-11-27	2018-01-18	3	3	747.00	249.00	0	2026-05-13 13:24:56.700
295	1927cdb9fa74f5270097f6250e8e8f34	17511	marilia	SP	NULL	NULL	1	1	120.00	120.00	0	2026-05-13 13:24:56.700
296	19484c79cef6c062cb177aa4ef2fcc3c	13275	valinhos	SP	2018-08-03	2018-08-03	1	1	201.90	201.90	0	2026-05-13 13:24:56.700
297	1961c3e1272bfeceb05d0b78b5bbfdaf	7241	guarulhos	SP	2018-07-28	2018-08-18	3	4	896.00	224.00	0	2026-05-13 13:24:56.700
298	1967a9e2ad6f51802b093147d861df58	1209	sao paulo	SP	2017-03-07	2017-03-15	2	2	380.00	190.00	0	2026-05-13 13:24:56.700
299	1976a05ecf2996d6ffb7b5430e635fe7	19806	assis	SP	2017-02-25	2017-09-12	8	9	1796.20	199.58	0	2026-05-13 13:24:56.700
300	1987cd4be10fe09ee50454f9c354d1c6	37570	ouro fino	MG	2017-10-08	2018-03-02	14	16	2877.70	179.86	0	2026-05-13 13:24:56.700
301	198c7ea11960a9844b544d9bcdca860c	37590	jacutinga	MG	2017-01-26	2017-08-22	25	25	1733.75	69.35	0	2026-05-13 13:24:56.700
302	1992f8fb6b19fcccd97ca819811e7267	1403	sao paulo	SP	2018-07-26	2018-07-26	1	1	28.80	28.80	0	2026-05-13 13:24:56.700
303	1996942dc085d7773ba77a529b163cd0	14850	pradopolis	SP	2018-05-29	2018-08-15	10	10	2943.51	294.35	0	2026-05-13 13:24:56.700
304	19a7c9f66ffa6452ff4b4c0cca71da27	85880	itaipulandia	PR	2017-09-30	2017-09-30	1	1	279.00	279.00	0	2026-05-13 13:24:56.700
305	19d62d484cba71963c93f0f00ab42013	89114	gaspar	SC	2018-04-26	2018-04-26	1	1	139.90	139.90	0	2026-05-13 13:24:56.700
306	19e0f40a907ec568c34bfac15de4f4a1	13478	americana	SP	2017-01-31	2017-10-17	4	4	178.00	44.50	0	2026-05-13 13:24:56.700
307	1a3df491d1c4f1589fc2b934ada68bf2	89224	joinville	SC	2017-04-29	2018-08-15	167	178	23302.70	130.91	0	2026-05-13 13:24:56.700
308	1a6245add4353f18ed55138808906979	9694	sao bernardo do campo	SP	2017-07-22	2017-07-22	1	1	30.00	30.00	0	2026-05-13 13:24:56.700
309	1a8e2d9c38b84a9702ac7922924b0573	89245	araquari	SC	2018-02-06	2018-02-06	1	1	80.00	80.00	0	2026-05-13 13:24:56.700
310	1a932caad4f9d804097d7f8e615baed1	2976	sao paulo	SP	2018-05-10	2018-08-22	20	30	4661.00	155.37	0	2026-05-13 13:24:56.700
311	1acde099eb406aa220b1169b188b42da	2532	sao paulo	SP	2017-09-10	2017-11-06	9	10	311.10	31.11	0	2026-05-13 13:24:56.700
312	1b0b0f4f95e962d6f32fe90c759d0479	2737	sao paulo	SP	2017-12-01	2018-08-16	2	2	139.80	69.90	0	2026-05-13 13:24:56.700
313	1b1ae47a313a825a7ccceb8e2e30fa9d	83450	bocaiuva do sul	PR	2017-10-04	2018-05-07	11	11	2243.90	203.99	0	2026-05-13 13:24:56.700
314	1b45169b635ef59425637e9a33eb5fb3	87050	maringa	PR	2018-02-13	2018-08-15	7	8	308.90	38.61	0	2026-05-13 13:24:56.700
315	1b4b28463457a256e9a784ebe2a8f630	13418	piracicaba	SP	2018-08-07	2018-08-07	1	1	699.42	699.42	0	2026-05-13 13:24:56.700
316	1b4c3a6f53068f0b6944d2d005c9fc89	88730	sao ludgero	SC	2017-02-16	2018-07-26	113	117	14760.30	126.16	0	2026-05-13 13:24:56.700
317	1b61fb1f0f2185d89e9a126c498e9cc7	87015	maringa	PR	2017-06-23	2017-06-23	1	1	49.70	49.70	0	2026-05-13 13:24:56.700
318	1b65c144b17e607c0f37f10bb7dfec8d	89160	rio do sul	SC	2018-05-07	2018-06-29	5	5	1109.50	221.90	0	2026-05-13 13:24:56.700
319	1b7e5006cb25dd23ce8686691013b121	2350	sao paulo	SP	2017-09-30	2018-08-03	11	11	2636.74	239.70	0	2026-05-13 13:24:56.700
320	1b8356dabde1d35e17cef975c3f82730	3477	sao paulo	SP	2017-02-03	2017-11-13	56	61	3426.39	56.17	0	2026-05-13 13:24:56.700
321	1b8b75e227c9a9c100d0c210fb6176ce	5468	sao paulo	SP	2017-01-08	2017-11-30	19	19	1914.83	100.78	0	2026-05-13 13:24:56.700
322	1b938a7ec6ac5061a66a3766e0e75f90	16304	penapolis	SP	2017-09-22	2018-08-18	30	33	3987.60	120.84	0	2026-05-13 13:24:56.700
323	1bb2bdb95f4841f1bba2c0d2cd83d3c9	1257	sao paulo	SP	2017-01-30	2018-08-13	81	85	5002.71	58.86	0	2026-05-13 13:24:56.700
324	1bb3812d5f0747a3ab7348f199001a10	4708	sao paulo	SP	2017-11-06	2018-08-14	9	9	834.40	92.71	0	2026-05-13 13:24:56.700
325	1bc2e21de46adfea6b98cc96b00f3b40	89228	joinville	SC	2017-02-06	2017-05-16	3	5	1039.95	207.99	0	2026-05-13 13:24:56.700
326	1c129092bf23f28a5930387c980c0dfc	2972	sao paulo	SP	2017-10-02	2018-08-11	201	220	9553.62	43.43	0	2026-05-13 13:24:56.700
327	1c40343cc5d18c2d8248ac2f3366de34	13482	limeira	SP	2018-05-28	2018-08-20	21	22	2461.41	111.88	0	2026-05-13 13:24:56.700
328	1c56ffe0e9dea2657fc6e95b53f40b13	13575	sao carlos	SP	2018-07-23	2018-08-22	3	3	183.00	61.00	0	2026-05-13 13:24:56.700
329	1c5e4e49b9079480255b49d50aac1aa9	11030	santos	SP	2017-03-09	2018-08-05	12	12	10173.11	847.76	0	2026-05-13 13:24:56.700
330	1c68394e931a64f90ea236c5ea590300	87114	sarandi	PR	2017-07-15	2018-08-13	142	171	24832.75	145.22	0	2026-05-13 13:24:56.700
331	1c742ac33582852aaf3bcfbf5893abcf	30668	belo horizonte	MG	2018-06-22	2018-06-22	1	1	97.90	97.90	0	2026-05-13 13:24:56.700
332	1c83418358f249c9d6affa52d579db0e	1420	sao paulo	SP	2017-04-29	2017-04-29	1	1	24.90	24.90	0	2026-05-13 13:24:56.700
333	1ca4bdb0cd7fc48e949bac066188ed26	36773	cataguases	MG	2018-03-22	2018-07-30	4	4	1520.00	380.00	0	2026-05-13 13:24:56.700
334	1ca7077d890b907f89be8c954a02686a	6506	santana de parnaiba	SP	2017-09-15	2018-04-09	115	137	13341.57	97.38	0	2026-05-13 13:24:56.700
335	1caf283236cd69af44cbc09a0a1e7d32	26020	nova iguacu	RJ	2017-04-07	2018-07-26	33	37	917.60	24.80	0	2026-05-13 13:24:56.700
336	1cbcd2ee0afb3fc09963b87eb65e7e4f	82640	curitiba	PR	2018-06-18	2018-06-18	1	3	90.00	30.00	0	2026-05-13 13:24:56.700
337	1cbd32d00d01bb8087a5eb088612fd9c	3363	sp / sp	SP	2018-05-10	2018-08-19	11	12	1045.47	87.12	0	2026-05-13 13:24:56.700
338	1cbd50a8c52e6cf8e315c5709fab386f	83830	fazenda rio grande	PR	2018-01-23	2018-07-20	9	9	785.97	87.33	0	2026-05-13 13:24:56.700
339	1cbdc7cf130a41fd13a3c2a7d2fcfda7	37480	lambari	MG	2018-05-06	2018-05-06	2	2	165.80	82.90	0	2026-05-13 13:24:56.700
340	1cd9e0cc1839d55516843def5600816d	3951	sao paulo	SP	2018-06-18	2018-08-19	5	5	825.00	165.00	0	2026-05-13 13:24:56.700
341	1ce3ae5a399804d1a87e706f8a813c3e	88715	jaguaruna	SC	2017-08-03	2018-08-20	40	44	2563.00	58.25	0	2026-05-13 13:24:56.700
342	1d0646a72178a6fb37ee8082140e06ec	89203	joinville	SC	2018-07-16	2018-08-22	2	2	61.00	30.50	0	2026-05-13 13:24:56.700
343	1d0997ff06b524ce9289ffd75114ecd3	52020	recife	PE	2017-01-27	2017-11-24	3	3	3747.00	1249.00	0	2026-05-13 13:24:56.700
344	1d139e3a3b14025640d8df1b230aace0	14860	barrinha	SP	2017-09-13	2017-11-19	2	2	36.49	18.25	0	2026-05-13 13:24:56.700
345	1d1bbb8ac1581824986f582583fff01d	89082	indaial	SC	2018-04-27	2018-08-24	4	4	166.88	41.72	0	2026-05-13 13:24:56.700
346	1d2732ef8321502ee8488e8bed1ab8cd	20031	rio de janeiro	RJ	2017-04-19	2018-05-03	4	5	1148.00	229.60	0	2026-05-13 13:24:56.700
347	1d29dfba02015238dfbe2449a5eaa361	36576	vicosa	MG	2017-02-01	2018-05-10	12	12	612.80	51.07	0	2026-05-13 13:24:56.700
348	1d4587203296c8f4ad134dc286fa6db0	5101	sao paulo	SP	2017-12-15	2018-08-27	42	43	2323.30	54.03	0	2026-05-13 13:24:56.700
