order_sk	order_id	customer_sk	purchase_date_sk	order_status	total_items	total_item_amount	total_freight_amount	total_payment_amount	avg_review_score	is_delivered	delivery_days	estimated_delivery_days	is_delayed	delivery_delay_days	approval_days
219	00a174dbf11967d260033fa6ab711493	50862	20171127	delivered	1	249.90	41.53	291.43	1	1	22	23	0	-1	27
220	00a1e977cf6e672402963940db55d919	20914	20180725	delivered	1	24.89	7.75	32.64	5	1	2	8	0	-6	10
221	00a250dbdb3153cc6ecf4d3f07ef6a17	47442	20171210	delivered	1	53.99	7.78	61.77	2	1	4	19	0	-15	8
222	00a379dfab816a83741012b71b264098	26097	20180803	delivered	1	15.99	7.39	23.38	1	1	7	5	1	2	14
223	00a3a334aec7455a6d3319981499a3da	60595	20171025	delivered	1	24.50	11.85	36.35	5	1	10	19	0	-9	2070
224	00a3f1ef430d3984dece2f39d6cbf431	57513	20180518	delivered	1	179.00	22.99	201.99	5	1	19	19	1	0	27
225	00a4d94df1c9757661679b2f4bd6d311	74540	20180426	delivered	1	37.90	21.43	59.33	5	1	11	26	0	-15	889
226	00a500bc03bc4ec968e574c2553bed4b	76125	20171123	unavailable	0	0.00	0.00	555.99	2	0	NULL	NULL	0	NULL	2881
227	00a57dfbb049fbaae10763e2cf15f797	534	20180720	delivered	3	269.70	67.68	337.38	5	1	10	24	0	-14	976
228	00a690becda145533fa5a54daa7b6ad5	34688	20180408	delivered	1	88.34	29.08	117.42	5	1	16	30	0	-14	14
229	00a77f9cc25b05b2004752593d7b8888	50289	20170622	delivered	1	177.90	18.50	196.40	0	1	15	22	0	-7	12
230	00a843f5a80c7aea894c558acc29f513	16336	20170901	delivered	1	32.99	14.10	47.09	3	1	10	26	0	-16	1786
231	00a870c6c06346e85335524935c600c0	40951	20180509	delivered	1	69.90	0.00	69.90	4	1	8	15	0	-7	1444
232	00a9536682ecb394a3794c1608200803	73291	20170512	delivered	1	109.90	12.27	122.17	3	1	10	19	0	-9	12
233	00a99c50fdff7e36262caba33821875a	35999	20180817	shipped	1	52.99	22.30	75.29	5	0	NULL	NULL	0	NULL	10
234	00aa423621f35a9ca6c6240f275b0640	40405	20171123	delivered	1	110.90	14.51	125.41	0	1	11	20	0	-9	19
235	00ab1aba567dfebdc39caa4e7ca2f1b2	52820	20170901	delivered	1	35.90	12.48	48.38	5	1	11	32	0	-21	14
236	00ab210695a17fe10e6b23616ae5bc97	2441	20180612	delivered	1	39.00	7.53	46.53	4	1	7	14	0	-7	16
237	00ab3a43bda739029ffce95d3b2fb56c	73499	20180810	delivered	1	27.90	7.46	35.36	5	1	4	5	0	-1	882
238	00ab9fa91aafa3d881164b0da48999aa	86994	20180525	delivered	1	579.00	65.34	644.34	4	1	13	32	0	-19	1443
239	00ac05fe0fc047c54418098eb64e3aaa	74029	20180218	delivered	1	99.90	23.57	123.47	2	1	12	26	0	-14	11
240	00ac2a1ec784f71feeb7ba1e5959750d	56811	20180406	delivered	1	37.00	19.32	56.32	5	1	11	31	0	-20	23
241	00ace652c8a5072670f30674e5f19844	70643	20180119	delivered	1	116.60	30.66	147.26	3	1	31	46	0	-15	1952
242	00ad1a02d4d9decad15c7e8f8a9470cc	90743	20180804	delivered	1	49.00	19.25	68.25	2	1	13	31	0	-18	10
243	00ae7a8b4936674ebb701d4a23719a79	89117	20180509	canceled	1	27.90	9.26	37.16	2	0	NULL	NULL	0	NULL	97
244	00af3d9ddff7f256e83d79247dbe1a9f	29233	20180221	delivered	1	65.00	25.73	90.73	5	1	14	33	0	-19	19
245	00af53fdc2002f5b6a8f16db648e003b	41644	20170620	delivered	1	39.90	11.85	51.75	5	1	13	20	0	-7	15
246	00b12f4674177ef40c4bdb034138c843	63094	20180715	delivered	1	105.00	17.87	122.87	5	1	5	18	0	-13	17
247	00b1861aeb89afa498404c684148a619	55823	20180808	delivered	2	51.58	46.66	98.24	3	1	7	16	0	-9	12
248	00b1cb0320190ca0daa2c88b35206009	29550	20180828	canceled	0	0.00	0.00	0.00	1	0	NULL	NULL	0	NULL	NULL
249	00b2d2f2b5f7b98e6b1828764660134e	16016	20180809	delivered	1	146.01	13.68	159.69	4	1	6	21	0	-15	23
250	00b30bb163474583c14db1689259cf4d	7266	20180131	delivered	1	189.90	26.61	216.51	5	1	17	33	0	-16	16
251	00b402e8a76d3da83714c52d3977cc2d	83823	20180101	delivered	1	139.65	26.26	165.91	5	1	18	30	0	-12	8
252	00b44ba3d7c4a5e9a9ebafef9150781d	44152	20180828	delivered	1	59.90	7.68	67.58	5	1	2	29	0	-27	15
253	00b47ee856118583dbec7d1f9b18d847	23081	20180326	delivered	1	13.65	15.23	28.88	4	1	14	18	0	-4	12
254	00b4846d477a7baf5d4e47970bc08c7e	41901	20180122	delivered	1	31.90	16.11	48.01	5	1	8	25	0	-17	695
255	00b4a910f64f24dbcac04fe54088a443	26810	20170118	delivered	1	33.99	16.60	50.59	5	1	8	41	0	-33	10
256	00b5e1c770b1868ec1b6b726be3aa9b9	26139	20180103	delivered	1	47.40	11.85	59.25	5	1	8	23	0	-15	14
257	00b676b01c289cc661c6f7732492771a	8170	20170802	delivered	1	50.00	21.19	71.19	3	1	13	22	0	-9	15
258	00b6c055922e0ed2d88efdd252b2fb64	55306	20180501	delivered	1	59.90	11.15	71.05	4	1	6	15	0	-9	14
259	00b6e66f005a657a6b13eedcacdf9342	39583	20180811	delivered	2	398.00	79.32	477.32	1	1	10	20	0	-10	17
260	00b7174ea52bb811ebe2663add51afc0	4966	20180516	delivered	1	69.90	23.07	92.97	5	1	5	23	0	-18	15
261	00b8d354b36820e9d6131fd5173c5581	25204	20180224	delivered	1	50.21	15.10	65.31	5	1	12	25	0	-13	3806
262	00b9e0f8f588d0406a3de447eb606970	38572	20180122	delivered	1	39.90	16.60	56.50	5	1	25	23	1	2	979
263	00ba414462370af2d76195d12e0d5481	1244	20171130	delivered	1	24.99	14.10	39.09	5	1	16	33	0	-17	22
264	00ba57ae98928df6ba6ec9d3d8d4b1b7	40795	20180716	delivered	1	130.00	19.01	149.01	5	1	10	24	0	-14	14
265	00bbc4179554524748f77763ddd62266	59724	20170808	delivered	1	89.99	7.88	97.87	4	1	6	15	0	-9	1811
266	00bc78808b22918a467b2fa4b8ef5d68	7774	20170423	delivered	1	69.00	15.69	84.69	5	1	9	22	0	-13	14
267	00bca4adac549020c1273714d04d0208	39076	20170214	unavailable	0	0.00	0.00	111.30	4	0	NULL	NULL	0	NULL	14
268	00bcee890eba57a9767c7b5ca12d3a1b	41605	20170722	delivered	4	672.41	100.09	772.50	3	1	5	30	0	-25	14
269	00bd2cb7e9076e1ccc9f766fc01a4cfd	73303	20180418	delivered	1	98.81	13.81	112.62	1	1	12	35	0	-23	15
270	00bd50cdd31bd22e9081e6e2d5b3577b	42119	20180114	delivered	1	78.00	7.80	85.80	4	1	8	16	0	-8	685
271	00bd8cf08fa3998ea6ad6d16c2165822	28558	20171201	delivered	1	21.80	12.48	34.28	5	1	4	25	0	-21	44
272	00bdcdda88e6b02977fc6ce3d412c600	6455	20180612	delivered	1	118.90	18.93	137.83	5	1	6	42	0	-36	30
273	00bdebefeb760588a3425fad9dfed3d9	3882	20180308	delivered	1	119.80	20.18	139.98	5	1	6	18	0	-12	61
274	00beb247698c6aae94e3f859d279e2cd	49888	20180524	delivered	1	45.00	7.39	52.39	2	1	5	18	0	-13	1677
275	00bf1320ffb5fe47a845feca16c0e0b4	32804	20170926	delivered	1	449.00	20.39	469.39	5	1	36	28	1	8	1611
276	00c00d5b36157595e21108ba1da2828f	87725	20170911	delivered	2	279.70	33.22	312.92	1	1	23	16	1	7	1910
277	00c2335723b9b74668062e946dc66621	83879	20171231	delivered	1	18.90	12.48	31.38	5	1	9	29	0	-20	4497
278	00c405bd71187154a7846862f585a9d4	32942	20171023	delivered	1	29.90	16.79	46.69	1	1	8	25	0	-17	15
279	00c42b1633c1b2fa4e937bf312466561	11770	20180113	delivered	1	39.90	15.10	55.00	5	1	26	33	0	-7	17
280	00c47cfa491ef55779ec7557673087fc	42204	20180723	delivered	1	59.00	13.07	72.07	5	1	2	14	0	-12	174
281	00c47fefb9a49baec12ab3654d7f548e	73088	20171206	delivered	1	199.00	67.69	266.69	4	1	41	56	0	-15	10
282	00c4f17dcb94448f27a2cbaa83f10a4b	14482	20180608	delivered	1	32.00	7.39	39.39	5	1	4	11	0	-7	75
283	00c62d05602c1ca8164b98746d127fa8	43307	20180603	delivered	1	110.00	18.35	128.35	4	1	9	39	0	-30	2502
284	00c763284c0056eed753352f5559ff0a	30455	20180531	delivered	1	79.90	14.65	94.55	4	1	13	34	0	-21	19
285	00c81b6675ef9ecaaff5fc1d6720b96c	90128	20171024	delivered	1	24.99	14.10	39.09	5	1	6	21	0	-15	20
286	00c826c901ab01b6f598a8f0c9b56b82	68789	20180420	delivered	1	79.00	13.91	92.91	5	1	12	28	0	-16	11
287	00c842d0ae6462afc1d38fc055b02c75	53374	20171108	delivered	1	59.90	17.67	77.57	5	1	13	21	0	-8	54
288	00c8be06a8029e300dabd52c7d4c6ad2	57367	20180211	delivered	1	19.90	15.10	35.00	5	1	16	26	0	-10	72
289	00c8bfbb0a1224dcdb0180a544247159	48765	20180506	delivered	1	158.00	15.20	173.20	3	1	5	18	0	-13	1439
290	00c9474e0334f7a4ffc8c3a8bd21a51e	11901	20180504	delivered	1	1050.61	25.13	1075.74	1	1	12	13	0	-1	1231
291	00c95282163553a982f38481f9488481	67078	20170809	delivered	1	106.90	18.00	124.90	4	1	8	28	0	-20	17
292	00c9d0257381c7e9ec13b4505f25b2cf	15378	20180418	delivered	1	362.45	25.12	387.57	5	1	9	30	0	-21	14
293	00c9d9e61ed13f5bf2f0344da1aa4775	79534	20170224	delivered	1	44.55	11.74	56.29	4	1	10	21	0	-11	12
294	00c9f7d4b0e87781465e562dc109f6aa	64794	20170521	delivered	4	59.96	60.40	120.36	4	1	10	30	0	-20	1444
295	00cb18db3d9c03f8386e7fc70cad2504	76593	20170712	delivered	1	125.90	18.13	144.03	1	1	7	22	0	-15	25
296	00cb9736c0b43d6c1e2fbb2b88e69f6a	79067	20180129	delivered	1	99.90	26.84	126.74	5	1	18	35	0	-17	16
297	00ce92d57f4f9a112bdb8a2a283e5f97	61669	20180130	delivered	1	149.00	40.37	189.37	5	1	8	27	0	-19	32
298	00ceda91cb2ded8570ca73e70571740a	1098	20180206	delivered	1	19.90	14.10	34.00	4	1	10	28	0	-18	64
299	00cee8a4dbb042385cbbd84699e78b2e	473	20180720	delivered	1	59.90	9.17	69.07	5	1	5	12	0	-7	12
300	00cf2b04c59f0ecaf822bf3f334d5c3b	2669	20180328	delivered	1	320.00	14.68	334.68	5	1	12	19	0	-7	10
301	00cf47526e0f7920b381b2baf4ecf1c7	32866	20170209	delivered	1	59.90	14.59	74.49	4	1	7	36	0	-29	14
302	00cfabbe2a93b70beeec4894f86712a8	86730	20170610	delivered	1	29.99	15.11	45.10	5	1	12	25	0	-13	4134
303	00d03eb3425f41a599ae2f788e23c07f	81708	20170217	delivered	1	69.00	21.17	90.17	1	1	51	40	1	11	17
304	00d0ff2017f9ea13dd7eec7470ca473a	77621	20180618	delivered	1	56.00	18.69	74.69	5	1	9	30	0	-21	2383
305	00d0ffd14774da775ac832ba8520510f	51023	20171223	canceled	0	0.00	0.00	134.49	5	0	NULL	NULL	0	NULL	NULL
306	00d1289d5125017a90e528b5a7cee91f	38852	20180315	delivered	1	160.00	19.00	179.00	1	1	96	22	1	74	18
307	00d15ff0236872686e4899ed1ce680ad	85552	20180807	delivered	1	57.95	22.34	80.29	5	1	14	23	0	-9	2122
308	00d1e381c0995f0bdb95909fe7434d0b	55283	20180324	delivered	2	129.80	40.36	170.16	5	1	9	20	0	-11	1436
309	00d29386638bbfd1331a2cd7ab91b5b5	14507	20170926	delivered	1	20.99	11.85	32.84	5	1	8	22	0	-14	19
310	00d4439957b7fd3f8da4a33a965817fb	41429	20170419	delivered	1	19.45	14.52	33.97	5	1	14	22	0	-8	15
311	00d50baf1bc56a3c59de1810a6b84b0d	72526	20170523	delivered	2	119.80	68.44	188.24	3	1	36	31	1	5	15
312	00d5fac7792747fba4b528f23930bebd	79184	20180306	delivered	1	64.90	15.33	80.23	5	1	8	21	0	-13	22
313	00d831d5c3ea03b7cd6f883ad799c7e4	68191	20180312	delivered	1	128.90	9.26	138.16	5	1	5	14	0	-9	52
314	00d85bfe0e28c91b69d0fe1f29255a31	66019	20180509	delivered	1	189.90	13.77	203.67	5	1	7	21	0	-14	2445
315	00d88c00221ce96a1cfcaca9f2fceb3b	89796	20180306	delivered	1	250.00	97.56	347.56	4	1	22	22	1	0	13
316	00d8d65b666158b633f96054d31af43b	19635	20171013	delivered	1	94.90	35.98	130.88	3	1	25	25	1	0	4827
317	00d94e8901b75ee0d6ef1f87f947b666	31140	20170501	delivered	2	55.80	41.60	97.40	4	1	22	35	0	-13	14
318	00d9ac423c9ad6781c0ed04e87666691	4769	20171003	delivered	1	349.90	29.30	379.20	5	1	21	31	0	-10	13
319	00daac8efd71674d62356c2a306d1e4c	62398	20171121	unavailable	0	0.00	0.00	67.97	1	0	NULL	NULL	0	NULL	9
320	00dc6ad47477b3b62d3c0acbe98a82a4	27180	20180224	delivered	1	110.99	33.23	144.22	5	1	19	31	0	-12	39
321	00df27e666004db9f14bce766fa5327c	32877	20171118	delivered	1	190.83	12.84	203.67	5	1	5	19	0	-14	11
322	00dfb074b5c910fbd08e04691c4b712f	55046	20170608	delivered	1	99.50	35.07	134.57	5	1	7	32	0	-25	12
323	00e054d0da011d5016f31011af488f4f	28297	20180311	delivered	1	104.00	14.82	118.82	4	1	58	17	1	41	22
324	00e0bac9f6306d8269770acf4ee4b027	21777	20180304	delivered	1	79.00	15.30	94.30	3	1	23	25	0	-2	1727
325	00e1426d4c79f2e022570012c1ff57ed	86007	20180322	delivered	1	61.99	24.56	86.55	4	1	14	26	0	-12	20
326	00e1bdb3f1388c8ed222597ee4fa01e7	74831	20170515	delivered	1	419.90	17.69	437.59	1	1	9	23	0	-14	1769
327	00e32e413e017e64ff93a9e800b8e1be	22654	20180430	delivered	1	299.00	23.17	322.17	5	1	7	23	0	-16	22
328	00e365f4fc03d1098841af23d05c17a6	16236	20180820	delivered	1	175.00	19.33	194.33	5	1	9	21	0	-12	311
329	00e4050fe32e786290a29c61141e979f	44599	20170812	delivered	1	49.90	14.10	64.00	5	1	12	37	0	-25	11
330	00e5b655df1cc911466758210325c67c	62457	20170707	delivered	2	89.80	23.70	113.50	5	1	11	24	0	-13	23
331	00e63486fad9d24645c9c84ed77c15fa	85053	20180814	delivered	1	38.95	15.37	54.32	5	1	6	27	0	-21	11
332	00e6786fee8f476835c151a4d3fa9bf1	83945	20180310	delivered	1	159.77	16.00	175.77	5	1	11	26	0	-15	39
333	00e6bc6b166eb28b4502c1cad4457248	20288	20180701	delivered	1	132.90	19.03	151.93	5	1	4	29	0	-25	12
334	00e7aeced1d61792368ec7bf8b967a90	73835	20170413	delivered	1	36.85	21.85	58.70	4	1	21	34	0	-13	1479
335	00e7ee1b050b8499577073aeb2a297a1	49647	20170516	delivered	1	124.99	21.88	146.87	4	1	9	20	0	-11	17
336	00ea33f994bec0bbfda582074083ae12	94610	20180623	delivered	1	94.99	13.33	108.32	1	1	7	23	0	-16	14
337	00ea690fe8c5eba029a3884243a02352	54688	20171125	delivered	1	32.99	16.11	49.10	5	1	23	31	0	-8	2544
338	00eb7b95af5ed25aaec66d4ff5295846	54381	20180104	delivered	1	89.90	17.07	106.97	4	1	11	35	0	-24	11
339	00ec95a58b63378d4cc06d196cdefdf6	59347	20171224	delivered	1	173.00	14.96	187.96	1	1	10	26	0	-16	11
340	00ed64bc080d87b4ab7f0c433bc5e98f	44177	20170530	delivered	1	44.90	16.11	61.01	5	1	8	23	0	-15	1444
341	00eead1d5a799277ef3d6b387b0bebef	30764	20180827	delivered	1	85.00	13.26	98.26	5	1	3	10	0	-7	19
342	00eef7fe9e315a85d1a61a50cccb2494	52037	20180211	delivered	1	49.90	13.37	63.27	5	1	13	24	0	-11	10
343	00ef7ed06a55243f3e6a9d373a89eb14	8312	20180112	delivered	1	54.99	21.18	76.17	4	1	34	52	0	-18	1488
344	00efb72d8e18533f736e86770705d094	60775	20180604	delivered	1	66.99	22.97	89.96	4	1	9	38	0	-29	13
345	00f1a34f176151c4dcbd802c244e1072	42589	20180816	delivered	1	69.99	14.80	84.79	5	1	6	13	0	-7	14
346	00f1bb0af030935db1745ee28367ea26	10622	20180806	delivered	1	268.90	19.98	288.88	1	1	12	21	0	-9	16
347	00f1c7c1542f5f86c3091749d9e939d8	79130	20171215	delivered	1	84.99	16.35	101.34	5	1	11	31	0	-20	4946
348	00f1cc7439ccb8671133776d1829faf5	87507	20171122	delivered	4	139.96	37.36	177.32	4	1	9	12	0	-3	1745
349	00f251b943aba645652c7138e4716fee	89697	20180813	delivered	1	77.90	23.35	101.25	5	1	7	21	0	-14	26
350	00f2a3509bd600bd1a06a48353788d93	14908	20180225	delivered	1	38.40	9.27	47.67	5	1	4	29	0	-25	21
351	00f2c876aa08fbba04199823952e96c1	57328	20170406	delivered	1	69.00	17.22	86.22	3	1	12	33	0	-21	1014
352	00f324f6ec332cd73ef8be4888573662	92836	20170629	delivered	1	134.90	21.43	156.33	4	1	18	26	0	-8	16
353	00f33ee62c15223679d3550e751c37cd	46491	20171125	delivered	1	39.50	15.11	54.61	5	1	23	23	1	0	15
354	00f426c7214575822c3cb44ea59ef0f6	48330	20180713	delivered	1	71.00	23.65	94.65	5	1	12	31	0	-19	65
355	00f57f2ccce2a2e3f393fe8f5e616e0d	66313	20180708	delivered	1	225.00	60.81	285.81	5	1	8	22	0	-14	14
356	00f5fbdc777e8198c1ee008122e28ae3	44787	20170729	delivered	1	189.00	32.07	221.07	4	1	12	26	0	-14	12
357	00f621226c6f4e938348f6f3a71fdc62	56112	20180509	delivered	1	199.00	32.79	231.79	5	1	8	26	0	-18	797
358	00f6ac4816d12f49026b09f2aa77d15f	78112	20180806	delivered	3	105.00	58.32	163.32	3	1	7	21	0	-14	13
359	00f6dbc6195397197ee147ee45607a2c	26142	20170501	delivered	1	49.90	14.52	64.42	5	1	16	24	0	-8	2512
360	00f7c5b41250e0126ced62d612ff4711	51194	20180111	delivered	1	45.00	35.67	80.67	5	1	12	34	0	-22	965
361	00f86b368251d739f1896d41469b2b7a	30139	20180817	delivered	3	119.91	55.14	175.05	5	1	11	14	0	-3	15
362	00f8fc0cb9d9b7813f1f54fbd75426f1	2946	20180122	delivered	1	149.00	14.77	163.77	5	1	11	23	0	-12	211
363	00f98eaeddb9debc8df8cb27e08216d4	21006	20171018	delivered	1	51.60	9.34	60.94	5	1	5	12	0	-7	1996
364	00f9b0236a85fb8a06fbd9b9c53fddd8	10381	20180422	delivered	1	146.90	19.72	166.62	5	1	12	22	0	-10	3086
365	00f9b6769c6648ac08bf43081d1f2b07	44389	20180512	delivered	1	79.90	9.71	89.61	1	1	13	38	0	-25	20
366	00faa6afcde74aaa630e1d2fda2bb0f7	55329	20180801	delivered	1	22.50	18.26	40.76	5	1	9	23	0	-14	2241
367	00fb055886536063afa0dbee07a0944f	39083	20170524	delivered	2	23.80	33.58	57.38	5	1	8	28	0	-20	2481
368	00fb278a99144cc1004b3ed1452ff5e1	3876	20170305	delivered	1	19.99	10.96	30.95	3	1	5	18	0	-13	1444
369	00fbcd8b120e5706c58b9d1a0026a7da	86455	20171114	delivered	1	7.90	16.11	24.01	5	1	22	23	0	-1	3798
370	00fc308dd7f0937682698becaa9dcc45	52596	20180820	delivered	1	85.71	18.40	104.11	5	1	8	17	0	-9	19
371	00fcf938cde49ae138942b632ed62393	33723	20180111	delivered	1	29.50	20.84	50.34	5	1	19	29	0	-10	1534
372	00fdb72e467da6f3b000b19b368a6cf6	76687	20171024	delivered	1	18.25	17.60	35.85	5	1	7	31	0	-24	18
373	00fe20fc069833ab95021b46d6862646	57386	20180425	delivered	1	142.00	8.02	150.02	5	1	2	33	0	-31	16
374	00fed9e582d5a3e38566872eec164ac6	67313	20170926	delivered	2	359.98	52.20	412.18	5	1	13	28	0	-15	138
375	00ff0cf5583758e6964723e42f111bf4	68796	20170410	canceled	1	154.90	15.25	170.15	1	0	NULL	NULL	0	NULL	18
376	010061e3aa0c6ed5e393dda0652bbee8	1325	20171113	delivered	1	299.00	10.29	309.29	4	1	11	14	0	-3	1066
377	01006620eb4732deec44be4b0d9e33cd	68200	20171014	delivered	1	126.99	18.14	145.13	5	1	10	24	0	-14	29
378	010078e0913f48d014483bd856c01ca1	59222	20171126	delivered	1	49.89	8.72	58.61	5	1	9	25	0	-16	22
379	01015fb6493ea5b9ba105c80b5452da1	1232	20180109	delivered	1	8.00	11.85	19.85	1	1	28	21	1	7	811
380	0101aea69a09e1aa32caa6dbaba98503	46099	20180526	delivered	1	84.00	10.90	94.90	5	1	21	54	0	-33	1443
381	01029b44abe6e15c8df48b1b759ab437	54820	20180627	delivered	1	78.00	15.85	93.85	5	1	8	19	0	-11	131
382	0103878b7ed86b6ec873cfae01379472	92272	20180816	delivered	1	229.99	35.37	265.36	5	1	6	15	0	-9	12
383	01074135a88ffa5978eaadfc7f482f2b	74247	20180330	delivered	1	89.90	26.71	116.61	5	1	18	25	0	-7	54
384	0108c64ec135e4a7a75e9b5102af9bfa	36201	20180129	delivered	1	165.00	28.53	193.53	4	1	24	28	0	-4	1265
385	0108fba93678555ad1cec9c267848187	39425	20170604	delivered	1	199.00	20.12	219.12	5	1	3	15	0	-12	1447
386	01094e169d4b14edaf6954eeddb83633	77996	20170927	delivered	1	79.90	28.96	108.86	5	1	20	29	0	-9	13
387	010a35dc7fc3808a03d243d2fd8c6e35	74483	20171216	delivered	1	122.99	9.06	132.05	5	1	6	20	0	-14	68
388	010ab3b1993057e91f825c672375a66d	83798	20170220	delivered	1	139.90	15.15	155.05	5	1	10	31	0	-21	11
389	010b0f6bd323a9effd095a743e660f26	23979	20170718	delivered	1	27.99	8.72	36.71	5	1	8	13	0	-5	1116
390	010b143d83a59b355cd5a75c0f0fd785	30358	20170830	delivered	4	88.00	136.60	224.60	5	1	19	37	0	-18	16
391	010c995323bc17d8156fbe2c37fed63e	15478	20170325	delivered	1	42.00	14.12	56.12	5	1	6	19	0	-13	7
392	010d14f76a229c295260e4ca4744acc7	13962	20171201	delivered	1	27.90	16.79	44.69	5	1	17	28	0	-11	11
393	010d15deea8cae96ae86ea8097917a17	73242	20180405	delivered	1	279.90	20.65	300.55	4	1	12	32	0	-20	11
394	010d6db2f77220b394f147836c94f27b	38838	20180711	delivered	1	14.90	15.23	30.13	3	1	10	15	0	-5	14
395	010e04b5f879320f29a9bd6ca41abc94	58046	20180217	delivered	1	104.00	15.48	119.48	5	1	6	16	0	-10	16
396	010e7dda85fff564e8b7076ae3928efb	48114	20171127	delivered	2	98.00	35.34	133.34	1	1	15	21	0	-6	2887
397	010ef5b0279d7512e7343cb775e423c0	15282	20180417	delivered	1	59.90	14.51	74.41	4	1	6	20	0	-14	47
398	010efe60bdadc9261d1902f3c1dda5f3	88678	20180607	delivered	1	110.00	18.65	128.65	4	1	8	40	0	-32	14
399	010f223ddbec749e95ef3f5414f9c4ee	46348	20180608	delivered	1	79.00	18.43	97.43	5	1	10	27	0	-17	107
400	010fadb12341d8253d920362fc8f7a16	82295	20180209	delivered	1	39.90	14.10	54.00	4	1	24	25	0	-1	7
401	010ff1cfe12f3094577e72b7bcecdf98	47293	20171011	delivered	1	249.00	13.24	262.24	3	1	8	29	0	-21	1449
402	0110688c40ff035d672af3aac1f38f10	91517	20180201	delivered	1	379.00	79.94	458.94	5	1	26	28	0	-2	15
403	011080783e02d05b26c8c158b3653a42	63261	20180614	delivered	1	33.90	13.82	47.72	4	1	8	29	0	-21	16
404	011105c3b5b8693eda1bfb1f152cec2a	83995	20170731	delivered	1	208.10	43.49	251.59	2	1	8	32	0	-24	10
405	011108c8a3d6eee6807f48a2e639439f	48144	20170425	delivered	1	593.36	98.13	691.49	1	1	24	21	1	3	17
406	01115c06246220def210911556bdc0e5	26824	20180314	delivered	2	105.00	38.68	143.68	1	1	20	21	0	-1	15
407	011331376a4c6cc7a9e5bc165ec169d0	86261	20170623	delivered	1	66.00	78.63	144.63	5	1	12	24	0	-12	7
408	011375f941b3695c3c3ee58bfe0d3655	89648	20170923	delivered	1	127.48	16.81	144.29	5	1	13	25	0	-12	27
409	0113affd907a209209ab08413bb54226	87583	20180709	delivered	1	122.99	63.11	186.10	2	1	22	28	0	-6	9
410	0113c9989fe6e5007795daec0633b405	7115	20180625	delivered	2	98.00	30.88	128.88	4	1	4	22	0	-18	16
411	011405ae7b89def8ffb3468eb29c299d	70861	20180504	delivered	1	29.99	7.87	37.86	4	1	5	17	0	-12	1451
412	01144cadcf64b6427f0a6580a3033220	20220	20180203	delivered	2	121.90	49.40	171.30	3	1	11	37	0	-26	14
413	0114835d7f0b3f674b70a989411e31c1	69779	20170831	delivered	1	102.00	10.13	112.13	5	1	4	13	0	-9	613
414	01156b662f3f47b249b5a8881d205f08	1743	20170913	delivered	1	27.90	15.10	43.00	5	1	14	20	0	-6	14
415	0115abf6b892040abfdd5bdfcb6b2c51	42210	20170420	delivered	1	196.00	11.98	207.98	4	1	25	20	1	5	998
416	0115d160c5fbd758a139ff90821db60d	94620	20170829	delivered	1	389.00	22.63	411.63	1	1	20	17	1	3	1997
417	0115f8bb1dc16d3fac863ce1deb037b6	65092	20170630	delivered	1	119.99	16.47	136.46	2	1	7	21	0	-14	12
418	011667ae100a333a3051c9a23e3f0283	10621	20171129	delivered	1	27.99	14.10	42.09	5	1	8	21	0	-13	2989
419	011724d1afbd91844302627f79a66800	44153	20180809	delivered	1	54.99	14.70	69.69	5	1	6	13	0	-7	12
420	0119e98feb97441cb456c010c25b04ff	27680	20180122	delivered	1	88.90	16.06	104.96	5	1	9	30	0	-21	182
421	011a43bc9bb525517251ebb3ebc99b69	30695	20180425	delivered	1	899.00	21.20	920.20	5	1	5	14	0	-9	1434
422	011a56023faf5bbb9af634e20a85f7bc	10043	20170510	delivered	1	120.00	17.28	137.28	5	1	8	22	0	-14	11
423	011abf147a69ba486bae3a74b6cd1814	67156	20170512	delivered	1	279.99	16.72	296.71	5	1	10	24	0	-14	11
424	011af0959ebf2b09a062867811dc63b5	40881	20170806	delivered	1	59.00	15.16	74.16	1	1	3	23	0	-20	15
425	011b142c9e082a5c1d10e0a88cd9c8e8	26222	20180323	delivered	1	243.37	53.83	297.20	5	1	22	24	0	-2	12
426	011b8dd4f8c36fd4fcf50643ce91d58a	28187	20170707	delivered	1	249.48	16.50	265.98	5	1	28	38	0	-10	1445
427	011bf86f1b7dacebda2c874333cf656b	22202	20180309	delivered	2	70.00	38.64	108.64	1	1	12	27	0	-15	1444
428	011c899816ea29773525bd3322dbb6aa	39522	20180430	delivered	1	99.90	0.00	99.90	2	1	15	24	0	-9	870
429	011e6e76dd0cd56d26b5b0cb036e80a8	79270	20180408	delivered	1	14.99	8.29	23.28	5	1	3	11	0	-8	16
430	011f9dff2545a2cf8ac1809faed3ec88	81374	20170801	delivered	1	109.73	16.53	126.26	2	1	8	22	0	-14	10
431	011fcb4fabb3e142579ad63472b11227	13311	20180210	delivered	1	9.00	14.10	23.10	2	1	32	25	1	7	185
432	0120e3dd2696a3bbb68dc2860815f7f2	77433	20180326	delivered	1	239.00	19.25	258.25	5	1	15	46	0	-31	8
433	01218a8a807fc187849529e6f12237a9	16515	20171022	delivered	1	13.99	16.11	30.10	5	1	10	23	0	-13	8
434	0121cfa7c946e6589f50d7012d3eb5eb	48221	20170830	delivered	1	29.99	16.79	46.78	5	1	7	27	0	-20	63
