customer_sk	customer_unique_id	customer_city	customer_state	first_order_date	last_order_date	lifetime_orders	lifetime_value	avg_order_value	is_repeat_customer	customer_segment	dwh_create_date
180	0074a1d3f1995ff0538dc7197500973c	capivari de baixo	SC	2018-05-10	2018-05-10	1	624.90	624.90	0	NEW	2026-05-13 10:04:56.520
181	00762eafc5dac5fc1574f91e9b7c9b67	sao paulo	SP	2018-02-07	2018-02-07	1	233.93	233.93	0	NEW	2026-05-13 10:04:56.520
182	007658319c060f337577e8a1834d5df5	joao pessoa	PB	2018-07-04	2018-07-04	1	119.45	119.45	0	NEW	2026-05-13 10:04:56.520
183	00765d375af0e700f61c57db00a8ee63	santa barbara d'oeste	SP	2017-08-10	2017-08-10	1	215.01	215.01	0	NEW	2026-05-13 10:04:56.520
184	0076a71311bb2386a353f5ba87d2aa29	quixada	CE	2017-07-28	2017-07-28	1	70.53	70.53	0	NEW	2026-05-13 10:04:56.520
185	00776f3807b128beca64cd0b27138d92	sao paulo	SP	2017-09-21	2017-09-21	1	321.57	321.57	0	NEW	2026-05-13 10:04:56.520
186	0077ba3f829303a1dce98552495c91a1	sao paulo	SP	2018-06-19	2018-06-19	1	159.65	159.65	0	NEW	2026-05-13 10:04:56.520
187	0077dc76aaf02323f03bce9b00878253	arapiraca	AL	2018-03-11	2018-03-11	1	874.42	874.42	0	NEW	2026-05-13 10:04:56.520
188	0078108af1d2dc4b1601c744ca581b4f	serra negra	SP	2018-05-07	2018-05-07	1	66.72	66.72	0	NEW	2026-05-13 10:04:56.520
189	0078bb0f0d23e922d08437b7d0e13907	belo horizonte	MG	2017-12-21	2017-12-21	1	44.09	44.09	0	NEW	2026-05-13 10:04:56.520
190	007953b3182d5ccc9189a694f5c68163	guarulhos	SP	2017-04-15	2017-04-15	1	112.08	112.08	0	NEW	2026-05-13 10:04:56.520
191	00797f371bc0f6adb4d267be541a92da	cruzeiro	SP	2018-04-09	2018-04-09	1	67.36	67.36	0	NEW	2026-05-13 10:04:56.520
192	0079b50e9f77c1148b472818f92eaebc	miguel pereira	RJ	2017-11-26	2017-11-26	1	41.69	41.69	0	NEW	2026-05-13 10:04:56.520
193	0079b7407a428543a7f178cc09164035	sorocaba	SP	2017-11-29	2017-11-29	1	64.00	64.00	0	NEW	2026-05-13 10:04:56.520
194	007a2fab7046647dad04fe7d08c57820	rio de janeiro	RJ	2018-02-03	2018-02-03	1	126.48	126.48	0	NEW	2026-05-13 10:04:56.520
195	007ad549acb91673f04eac22c0568114	mogi das cruzes	SP	2017-09-26	2017-09-26	1	90.85	90.85	0	NEW	2026-05-13 10:04:56.520
196	007b8307b6448f0425ff2001f00c1bdb	belem	PA	2018-05-14	2018-05-14	1	40.94	40.94	0	NEW	2026-05-13 10:04:56.520
197	007ba48697b079e78f168b051462dd1b	campos do jordao	SP	2018-06-06	2018-06-06	1	147.78	147.78	0	NEW	2026-05-13 10:04:56.520
198	007d9f716ead2bc8712255271a38f609	goiania	GO	2018-01-01	2018-01-01	1	67.57	67.57	0	NEW	2026-05-13 10:04:56.520
199	007e21b7a007c8f8dadfa43c9d5a91db	rio de janeiro	RJ	2018-03-10	2018-03-10	1	70.75	70.75	0	NEW	2026-05-13 10:04:56.520
200	0083e758383b3deb6c6dac1b0b431ac0	praia grande	SP	2018-01-06	2018-01-06	1	42.35	42.35	0	NEW	2026-05-13 10:04:56.520
201	00842c7d0cedb9e1edad8e9b7d148f09	tijucas	SC	2017-04-05	2017-04-05	1	64.55	64.55	0	NEW	2026-05-13 10:04:56.520
202	0085139b503668b3addcfe826d91be8d	urania	SP	2018-01-30	2018-01-30	1	504.47	504.47	0	NEW	2026-05-13 10:04:56.520
203	0085d749fc64f766ece1729464f8039a	jaboatao dos guararapes	PE	2018-03-21	2018-03-21	1	349.53	349.53	0	NEW	2026-05-13 10:04:56.520
204	008778a1591d49f6b2464dffaa4fa662	sao paulo	SP	2017-07-19	2017-07-19	1	260.55	260.55	0	NEW	2026-05-13 10:04:56.520
205	0087c31081ea8d160baa06bf4ad4d76f	joinville	SC	2018-06-22	2018-06-22	1	183.05	183.05	0	NEW	2026-05-13 10:04:56.520
206	0087eede471173af78d789df249c3a45	porto alegre	RS	2017-02-16	2017-02-16	1	151.11	151.11	0	NEW	2026-05-13 10:04:56.520
207	008b06aba4b5f5b5b94f525ccf520624	sorocaba	SP	2018-08-22	2018-08-22	1	90.50	90.50	0	NEW	2026-05-13 10:04:56.520
208	008b82b072c6b564fcce49a325f84097	rio de janeiro	RJ	2018-03-10	2018-03-10	1	45.13	45.13	0	NEW	2026-05-13 10:04:56.520
209	008ca52811784a181c8c88e8d66b49db	natal	RN	2018-08-15	2018-08-15	1	136.64	136.64	0	NEW	2026-05-13 10:04:56.520
210	008d17333e414049279c7822dfd5f019	sao paulo	SP	2017-08-23	2017-08-23	1	132.05	132.05	0	NEW	2026-05-13 10:04:56.520
211	008ea5bdd1a99fb584cce7739349da75	fortaleza	CE	2018-04-13	2018-04-13	1	64.04	64.04	0	NEW	2026-05-13 10:04:56.520
212	008f3d5f45a11059239a5c452cd00006	sao pedro da agua branca	MA	2017-01-26	2017-01-26	1	336.56	336.56	0	NEW	2026-05-13 10:04:56.520
213	008fb2ecc75561d202dd4db2e0ceec25	sao paulo	SP	2017-05-31	2017-05-31	1	40.77	40.77	0	NEW	2026-05-13 10:04:56.520
214	009000746b4fc73fe77ecc396fdb78d2	belo horizonte	MG	2017-11-29	2017-11-29	1	166.59	166.59	0	NEW	2026-05-13 10:04:56.520
215	009062f98089a091615b5c9faa13de26	vila velha	ES	2017-09-12	2017-09-12	1	30.27	30.27	0	NEW	2026-05-13 10:04:56.520
216	009210a1646725341917560a13f7799f	planaltina do parana	PR	2017-08-02	2017-08-02	1	25.85	25.85	0	NEW	2026-05-13 10:04:56.520
217	009231b0ef6a6b4f5a5fe46938827b83	campinas	SP	2018-02-04	2018-02-04	1	108.83	108.83	0	NEW	2026-05-13 10:04:56.520
218	009301957bc7714394865c44650d8060	campinas	SP	2017-06-23	2017-06-23	1	93.78	93.78	0	NEW	2026-05-13 10:04:56.520
219	0093aeb87eca387dd153f965aa10c060	sao paulo	SP	2017-11-21	2017-11-21	1	149.69	149.69	0	NEW	2026-05-13 10:04:56.520
220	0093c499f4f9c0e169ead490aa62ce3e	barbacena	MG	2017-06-12	2017-06-12	1	226.22	226.22	0	NEW	2026-05-13 10:04:56.520
221	0093dbe7f479386a92095026decf825d	sao paulo	SP	2017-11-27	2017-11-27	1	43.58	43.58	0	NEW	2026-05-13 10:04:56.520
222	00941614a654458b888b8780815bd26c	jacarei	SP	2017-03-29	2017-03-29	1	185.83	185.83	0	NEW	2026-05-13 10:04:56.520
223	009671b5dc80cdf32aeb5850868ba81c	rio de janeiro	RJ	2017-06-21	2017-06-21	1	110.72	110.72	0	NEW	2026-05-13 10:04:56.520
224	0096c18412349537abc45e350581cbbc	novo hamburgo	RS	2017-03-14	2017-03-14	1	770.24	770.24	0	NEW	2026-05-13 10:04:56.520
225	0096c9cb600a08e601f7c2be6734531a	aruja	SP	2017-07-28	2017-07-28	1	186.92	186.92	0	NEW	2026-05-13 10:04:56.520
226	0096f8cd903cc205efab77d5ae6bb6f1	piracicaba	SP	2018-02-12	2018-02-12	1	147.97	147.97	0	NEW	2026-05-13 10:04:56.520
227	00970787f181925ba33bd32b3817f742	rio de janeiro	RJ	2017-09-16	2017-09-16	1	35.40	35.40	0	NEW	2026-05-13 10:04:56.520
228	0097c1e3f3c2fed7a7d8cf30be1a33df	itu	SP	2017-11-27	2017-11-27	1	101.73	101.73	0	NEW	2026-05-13 10:04:56.520
229	0097fca0db567f5ca79509b7b4fc1c2d	sao paulo	SP	2018-04-19	2018-04-19	1	227.63	227.63	0	NEW	2026-05-13 10:04:56.520
230	00986cafefb6e670cceca01694bda599	pedreira	SP	2017-12-31	2017-12-31	1	66.91	66.91	0	NEW	2026-05-13 10:04:56.520
231	0098853a28531d48988a2fb02b30840e	niteroi	RJ	2018-06-08	2018-06-08	1	79.38	79.38	0	NEW	2026-05-13 10:04:56.520
232	009890d2f2b15df1267ed7f90f45fc4e	campos belos	GO	2018-04-23	2018-04-23	1	98.16	98.16	0	NEW	2026-05-13 10:04:56.520
233	0098f4847541cc7d676f9a5efc64c0f0	belo horizonte	MG	2017-04-17	2017-04-17	1	147.55	147.55	0	NEW	2026-05-13 10:04:56.520
234	009a0802534f904b40b9d512b49794e1	rio de janeiro	RJ	2017-11-16	2017-11-16	1	91.29	91.29	0	NEW	2026-05-13 10:04:56.520
235	009a3ad0cbdfc7f5481488472f72e8b1	campinas	SP	2018-04-04	2018-04-04	1	21.04	21.04	0	NEW	2026-05-13 10:04:56.520
236	009b0127b727ab0ba422f6d9604487c7	sao jose dos campos	SP	2016-09-13	2016-09-13	1	40.95	40.95	0	NEW	2026-05-13 10:04:56.520
237	009dd7b313c04f4ccd9d4e423bc04ba7	poco fundo	MG	2018-04-25	2018-04-25	1	136.80	136.80	0	NEW	2026-05-13 10:04:56.520
238	009e70fcdd4ea3769c73210414e73c64	campanha	MG	2017-06-19	2017-06-19	1	49.69	49.69	0	NEW	2026-05-13 10:04:56.520
239	009f647a455451d6c325bef96685e1c1	uberlandia	MG	2018-04-27	2018-04-27	1	144.31	144.31	0	NEW	2026-05-13 10:04:56.520
240	00a02d822b18db532e50e0607e615f3b	sao bernardo do campo	SP	2018-08-14	2018-08-14	1	199.26	199.26	0	NEW	2026-05-13 10:04:56.520
241	00a089b8c7ab1e3808c3ad7de7a254dd	campinas	SP	2018-06-20	2018-06-20	1	42.47	42.47	0	NEW	2026-05-13 10:04:56.520
242	00a1c6913daeda0b7f9b79f802805fdb	sao miguel do oeste	SC	2017-12-27	2017-12-27	1	101.34	101.34	0	NEW	2026-05-13 10:04:56.520
243	00a1d0d7d91c17c634d6896ce10ce1c6	fortaleza	CE	2018-07-30	2018-07-30	1	114.58	114.58	0	NEW	2026-05-13 10:04:56.520
244	00a1e8f160b36ccdcbca310933f12a3b	sao paulo	SP	2017-11-29	2017-11-29	1	36.48	36.48	0	NEW	2026-05-13 10:04:56.520
245	00a218ea82c458456098caa1c4a7e796	mar de espanha	MG	2017-03-01	2017-03-01	1	66.99	66.99	0	NEW	2026-05-13 10:04:56.520
246	00a33236962b4ac37fd25275be9c206b	rio de janeiro	RJ	2018-08-19	2018-08-19	1	116.84	116.84	0	NEW	2026-05-13 10:04:56.520
247	00a39521eb40f7012db50455bf083460	brasilia	DF	2018-05-23	2018-06-03	2	123.25	61.63	1	REGULAR	2026-05-13 10:04:56.520
248	00a3a868d6047bac2888d27b16743ba0	rio de janeiro	RJ	2018-02-10	2018-02-10	1	105.08	105.08	0	NEW	2026-05-13 10:04:56.520
249	00a6ee75a90222405df9d8d59babc513	bom jardim	MA	2017-07-06	2017-07-06	1	60.05	60.05	0	NEW	2026-05-13 10:04:56.520
250	00a78b45ea275348c1a8081bef9ab61b	santa barbara d'oeste	SP	2017-12-29	2017-12-29	1	182.29	182.29	0	NEW	2026-05-13 10:04:56.520
251	00a7d14cb10e11b7f7d65120a7e3942f	sao paulo	SP	2017-04-12	2017-04-12	1	64.42	64.42	0	NEW	2026-05-13 10:04:56.520
252	00a9fd000ff87bb48b989df819c418f5	rio de janeiro	RJ	2018-03-20	2018-03-20	1	259.40	259.40	0	NEW	2026-05-13 10:04:56.520
253	00aafcd186fbd5da867f9b8df04518aa	bom jesus do itabapoana	RJ	2018-02-15	2018-02-15	1	132.48	132.48	0	NEW	2026-05-13 10:04:56.520
254	00ab80210f1875276065f3c1911a2110	sao paulo	SP	2018-04-03	2018-04-03	1	33.37	33.37	0	NEW	2026-05-13 10:04:56.520
255	00ab8b4d83051d5a41842abe7ff473fc	indaiatuba	SP	2017-12-02	2017-12-02	1	144.66	144.66	0	NEW	2026-05-13 10:04:56.520
256	00aba8ca6b7a455bcde671692a3f9e51	castelo	ES	2017-11-27	2017-11-27	1	40.60	40.60	0	NEW	2026-05-13 10:04:56.520
257	00ac9cd5c4ad19e16e7c6f6864711737	itajuba	MG	2017-04-28	2017-04-28	1	231.45	231.45	0	NEW	2026-05-13 10:04:56.520
258	00ad4e6c01a3039fa1b45eaadb4222e4	aparecida	SP	2018-06-22	2018-06-22	1	78.51	78.51	0	NEW	2026-05-13 10:04:56.520
259	00ad5165112e0e9a91a23b1132716584	rio de janeiro	RJ	2017-03-28	2017-03-28	1	100.54	100.54	0	NEW	2026-05-13 10:04:56.520
260	00adeda9b742746c0c66e10d00ea1b74	sao paulo	SP	2017-11-07	2017-11-07	1	2148.40	2148.40	0	NEW	2026-05-13 10:04:56.520
261	00ae50eb5e1d2514f694dee1dcbbd5ae	sao paulo	SP	2018-05-10	2018-05-10	1	276.11	276.11	0	NEW	2026-05-13 10:04:56.520
262	00ae9ea276a5a4335382c9391059ddf2	sao gabriel da palha	ES	2017-09-13	2017-09-13	1	140.00	140.00	0	NEW	2026-05-13 10:04:56.520
263	00af5c2c9fd47849143be82aea5ab2cf	acopiara	CE	2018-01-09	2018-01-09	1	148.76	148.76	0	NEW	2026-05-13 10:04:56.520
264	00b0595d2b0f0b838edb7fbc749ea644	jacobina	BA	2017-07-29	2017-07-29	1	138.41	138.41	0	NEW	2026-05-13 10:04:56.520
265	00b0d21952ae29dfe79db614512a27c2	rio de janeiro	RJ	2017-12-08	2017-12-08	1	418.17	418.17	0	NEW	2026-05-13 10:04:56.520
266	00b1066a65657ee1759544f6b61a4e2c	sao paulo	SP	2018-05-11	2018-05-11	1	64.58	64.58	0	NEW	2026-05-13 10:04:56.520
267	00b1b0f856eb804d554ceab3d8f1dc35	brasilia	DF	2018-01-19	2018-01-19	1	226.14	226.14	0	NEW	2026-05-13 10:04:56.520
268	00b1d2492b4127598629f19a22a32be8	sao paulo	SP	2017-11-23	2017-11-23	1	146.90	146.90	0	NEW	2026-05-13 10:04:56.520
269	00b21d737fc7f475c145ca292832385d	belo horizonte	MG	2018-02-23	2018-02-23	1	177.59	177.59	0	NEW	2026-05-13 10:04:56.520
270	00b246520d4904724f9b20188a2ff39b	belo campo	BA	2018-06-02	2018-06-02	1	35.05	35.05	0	NEW	2026-05-13 10:04:56.520
271	00b2ca23369b68c4d4105ecea9c0cb93	alto santo	CE	2018-08-03	2018-08-03	1	103.27	103.27	0	NEW	2026-05-13 10:04:56.520
272	00b2ee6366438f46105832fd9acaf56f	fortaleza	CE	2018-04-03	2018-04-03	1	283.54	283.54	0	NEW	2026-05-13 10:04:56.520
273	00b309d0151d92709de70e43d662711b	rio de janeiro	RJ	2017-10-11	2017-10-11	1	107.78	107.78	0	NEW	2026-05-13 10:04:56.520
274	00b5ba65365dad1d25811bf5e45fc983	pitangueiras	SP	2017-11-26	2017-11-26	1	106.16	106.16	0	NEW	2026-05-13 10:04:56.520
275	00b72937dcd829c0d8ca72ec77cd073c	sao paulo	SP	2017-06-15	2017-06-15	1	128.59	128.59	0	NEW	2026-05-13 10:04:56.520
276	00b742e2f6d8fa571cd560007081d53b	pocos de caldas	MG	2018-06-20	2018-06-20	1	181.05	181.05	0	NEW	2026-05-13 10:04:56.520
277	00b8076004092a29c2c934570c356fc7	sao paulo	SP	2018-03-20	2018-03-20	1	223.88	223.88	0	NEW	2026-05-13 10:04:56.520
278	00b9746bf8ac2964942d8b969f015196	belo horizonte	MG	2018-08-01	2018-08-01	1	94.36	94.36	0	NEW	2026-05-13 10:04:56.520
279	00ba737b18a7996f68cb8a99556bedd4	serra	ES	2017-07-11	2017-07-11	1	141.14	141.14	0	NEW	2026-05-13 10:04:56.520
280	00bab5c446ba511117719c775a3f78e8	guaruja	SP	2018-01-14	2018-01-14	1	45.07	45.07	0	NEW	2026-05-13 10:04:56.520
281	00bbfe2f540d0cfccbb098d92c503eca	rio de janeiro	RJ	2017-10-29	2017-10-29	1	77.57	77.57	0	NEW	2026-05-13 10:04:56.520
282	00bc6cf36e50f21a8478d86721c07aa5	sao paulo	SP	2018-03-11	2018-03-11	1	63.61	63.61	0	NEW	2026-05-13 10:04:56.520
283	00bcc55fd3eb23fc001365c5f0c3c3ba	praia grande	SP	2018-02-05	2018-02-05	1	16.78	16.78	0	NEW	2026-05-13 10:04:56.520
284	00bd169997f142571c113645554663d6	belo horizonte	MG	2017-11-21	2017-11-21	1	55.60	55.60	0	NEW	2026-05-13 10:04:56.520
285	00bd194837f2ad36d45985a6205df78a	sao paulo	SP	2018-04-28	2018-04-28	1	169.37	169.37	0	NEW	2026-05-13 10:04:56.520
286	00bd903b65b4c9a1c822887d0b012592	rio de janeiro	RJ	2018-05-18	2018-05-18	1	121.68	121.68	0	NEW	2026-05-13 10:04:56.520
287	00be1845d956d40218db17093f667764	salvador	BA	2017-11-24	2017-11-24	1	68.66	68.66	0	NEW	2026-05-13 10:04:56.520
288	00bee19e1199bc5cede1c674177b9e22	goiania	GO	2017-11-17	2017-11-17	1	673.69	673.69	0	NEW	2026-05-13 10:04:56.520
289	00bfe974afd63b30ed282dc69892fb98	americana	SP	2017-12-28	2017-12-28	1	126.66	126.66	0	NEW	2026-05-13 10:04:56.520
290	00c003ed13c76042b78d53fbc26930d0	cariacica	ES	2017-03-16	2017-03-16	1	204.24	204.24	0	NEW	2026-05-13 10:04:56.520
291	00c04df1c94e385d57d4a33a2965217c	santa barbara	MG	2018-03-01	2018-03-01	1	88.94	88.94	0	NEW	2026-05-13 10:04:56.520
292	00c05fe9d2f8b245f1f86fe559175f24	serra	ES	2018-06-14	2018-06-14	1	388.74	388.74	0	NEW	2026-05-13 10:04:56.520
293	00c07da5ba0e07b4f248a3a373b07476	jacobina	BA	2018-07-27	2018-07-27	1	2304.68	2304.68	0	NEW	2026-05-13 10:04:56.520
294	00c0bbc49a530c07c110d269211da046	capivari	SP	2017-11-29	2017-11-29	1	111.32	111.32	0	NEW	2026-05-13 10:04:56.520
295	00c19498681c665889d1212be870e8df	viamao	RS	2017-11-17	2017-11-17	1	130.15	130.15	0	NEW	2026-05-13 10:04:56.520
296	00c1d73d161e74cfbe78975c1a2ba2ff	novo hamburgo	RS	2018-04-26	2018-04-26	1	57.93	57.93	0	NEW	2026-05-13 10:04:56.520
297	00c26c3dd77bb25a0423a2280886b86a	angra dos reis	RJ	2018-03-04	2018-03-04	1	36.69	36.69	0	NEW	2026-05-13 10:04:56.520
298	00c31de6420048cb3f668c99153debf7	rio claro	SP	2017-10-31	2017-10-31	1	73.62	73.62	0	NEW	2026-05-13 10:04:56.520
299	00c3624c55261d9ce593f30e3815a880	santana do livramento	RS	2017-03-18	2017-03-18	1	414.06	414.06	0	NEW	2026-05-13 10:04:56.520
300	00c3c74b09b2022ac2c0f43bb09797b4	sao paulo	SP	2017-12-01	2017-12-01	1	72.05	72.05	0	NEW	2026-05-13 10:04:56.520
301	00c4592dfbfe06775ab582d7a2b8dddf	sorocaba	SP	2017-11-25	2017-11-25	1	67.79	67.79	0	NEW	2026-05-13 10:04:56.520
302	00c4d93157cffc73cb2459f52b89cee4	sao goncalo	RJ	2017-10-19	2017-10-19	1	83.01	83.01	0	NEW	2026-05-13 10:04:56.520
303	00c5610e0f4b339cd3b0cc499937db8d	rio de janeiro	RJ	2018-07-21	2018-07-21	1	170.68	170.68	0	NEW	2026-05-13 10:04:56.520
304	00c605c0bfa39610b994c18f822a6d5a	curitiba	PR	2018-04-24	2018-04-24	1	138.74	138.74	0	NEW	2026-05-13 10:04:56.520
305	00c8c7f0cafacc30bfda2a9a7445ec80	rio de janeiro	RJ	2018-07-27	2018-07-27	1	85.27	85.27	0	NEW	2026-05-13 10:04:56.520
306	00c916ff33b521444787ac76ac6b029d	rio de janeiro	RJ	2017-12-10	2017-12-10	1	85.14	85.14	0	NEW	2026-05-13 10:04:56.520
307	00ca7e6a87ceddccce3ff015000be61b	salvador	BA	2018-03-19	2018-03-19	1	55.06	55.06	0	NEW	2026-05-13 10:04:56.520
308	00cac13832bd0a8b6f50f6a36b053223	sao paulo	SP	2018-06-05	2018-06-05	1	437.84	437.84	0	NEW	2026-05-13 10:04:56.520
309	00cc0061269a99836cf8b029b1d0177d	santos	SP	2018-07-30	2018-07-30	1	41.64	41.64	0	NEW	2026-05-13 10:04:56.520
310	00cc12a6d8b578b8ebd21ea4e2ae8b27	sao paulo	SP	2017-03-21	2017-03-21	2	126.20	63.10	1	REGULAR	2026-05-13 10:04:56.520
311	00cc2d4fcb3a1864b4f900741915aa85	rio de janeiro	RJ	2017-12-14	2017-12-14	1	71.13	71.13	0	NEW	2026-05-13 10:04:56.520
312	00cc7c54469f4177319d6bb12e883652	uruara	PA	2017-04-18	2017-04-18	1	187.94	187.94	0	NEW	2026-05-13 10:04:56.520
313	00cc8551c0621bc65a440e836bb652d7	sao paulo	SP	2017-03-24	2017-03-24	1	95.22	95.22	0	NEW	2026-05-13 10:04:56.520
314	00cd1ffd1a85ec2af3de73a3d341339d	porto alegre	RS	2018-05-08	2018-05-08	1	68.32	68.32	0	NEW	2026-05-13 10:04:56.520
315	00cd767526517f8a4fc27db6cc5a52fa	igrejinha	RS	2017-06-27	2017-06-27	1	95.21	95.21	0	NEW	2026-05-13 10:04:56.520
316	00cdb0d59698da325d0e6830120363bf	ipero	SP	2018-04-28	2018-04-28	1	91.00	91.00	0	NEW	2026-05-13 10:04:56.520
317	00cf2f12497614285e5dbfb77d6dd312	sao paulo	SP	2018-04-17	2018-04-17	1	284.23	284.23	0	NEW	2026-05-13 10:04:56.520
318	00d012266be1430eec790d0f405a836c	porto alegre	RS	2018-04-19	2018-04-19	1	37.13	37.13	0	NEW	2026-05-13 10:04:56.520
319	00d03b5e33f8987549c5590313a4ef21	pantano grande	RS	2017-06-16	2017-06-16	1	35.09	35.09	0	NEW	2026-05-13 10:04:56.520
320	00d079bd851bf5d13879d7a2a3b5ec48	tangara da serra	MT	2018-01-19	2018-01-19	1	178.46	178.46	0	NEW	2026-05-13 10:04:56.520
321	00d1e5d82377766dac9f8dc4d4eaf4a8	penapolis	SP	2018-04-05	2018-04-05	1	142.00	142.00	0	NEW	2026-05-13 10:04:56.520
322	00d447911e5d5ae87480df8734b915f2	niteroi	RJ	2018-08-01	2018-08-01	1	280.65	280.65	0	NEW	2026-05-13 10:04:56.520
323	00d474cea9ceb88b7175d564b081dfa3	imbituba	SC	2017-06-15	2017-06-15	1	115.40	115.40	0	NEW	2026-05-13 10:04:56.520
324	00d76f8bb8df7e07711da4076c52ffe0	ribeirao das neves	MG	2018-07-14	2018-07-14	1	124.83	124.83	0	NEW	2026-05-13 10:04:56.520
325	00d7812c158831a996a6b3f4698643b5	jundiai	SP	2018-08-19	2018-08-19	1	23.28	23.28	0	NEW	2026-05-13 10:04:56.520
326	00d7e54ab8c5d9916f19209dbaacbb3d	osasco	SP	2017-07-01	2017-07-01	1	92.05	92.05	0	NEW	2026-05-13 10:04:56.520
327	00d8411c0f5ee4e0a9b8900ea483680e	sarandi	PR	2017-12-09	2017-12-09	1	246.38	246.38	0	NEW	2026-05-13 10:04:56.520
328	00d85302f43fe8848153e3720c34ac01	santa cruz do sul	RS	2018-01-16	2018-01-16	1	27.87	27.87	0	NEW	2026-05-13 10:04:56.520
329	00d890d6e36244f39e22a9fb95e68756	sao luis	MA	2018-02-06	2018-02-06	1	51.14	51.14	0	NEW	2026-05-13 10:04:56.520
330	00d8a60ad2500432d9edd109cfddfd9e	jamaica	SP	2018-05-10	2018-05-10	1	71.85	71.85	0	NEW	2026-05-13 10:04:56.520
331	00d8ba74be3eee415fe4508fdd325ee5	jundiai	SP	2018-01-31	2018-01-31	1	372.69	372.69	0	NEW	2026-05-13 10:04:56.520
332	00d96f54b90a6ffbe7361bcfdb85b0ba	vitoria	ES	2018-02-21	2018-02-21	1	127.14	127.14	0	NEW	2026-05-13 10:04:56.520
333	00da34ebf22b87f6c2f53dc069f237df	sao paulo	SP	2018-05-17	2018-05-17	1	246.99	246.99	0	NEW	2026-05-13 10:04:56.520
334	00db525fd8d4023dc446f0ed2519139f	mineiros	GO	2017-07-26	2017-07-26	1	212.43	212.43	0	NEW	2026-05-13 10:04:56.520
335	00dba3af1366ca8114a40bc83021f5e9	sao paulo	SP	2017-12-01	2017-12-01	1	146.18	146.18	0	NEW	2026-05-13 10:04:56.520
336	00dd4390a8e8ad7a126e8331decc49ce	rio de janeiro	RJ	2017-05-11	2017-05-11	1	109.31	109.31	0	NEW	2026-05-13 10:04:56.520
337	00df047af693b421c167e27932bfd6c5	sao paulo	SP	2018-07-04	2018-07-04	1	168.08	168.08	0	NEW	2026-05-13 10:04:56.520
338	00df9d2e50424d103ca8796e4dc7c207	para de minas	MG	2017-08-22	2017-08-22	1	137.99	137.99	0	NEW	2026-05-13 10:04:56.520
339	00dfebc9135c7228dbb2239afc214bb5	taubate	SP	2017-11-25	2017-11-25	1	28.69	28.69	0	NEW	2026-05-13 10:04:56.520
340	00e04d8e3aaa5ffab327612642ab4564	sao paulo	SP	2017-12-13	2017-12-13	1	65.00	65.00	0	NEW	2026-05-13 10:04:56.520
341	00e10a3ff1e104902141546420f5a18b	porto alegre	RS	2018-07-20	2018-07-20	1	73.01	73.01	0	NEW	2026-05-13 10:04:56.520
342	00e130c15fdc51673742f622aa7eb63c	juiz de fora	MG	2018-07-16	2018-07-16	1	123.49	123.49	0	NEW	2026-05-13 10:04:56.520
343	00e151934c812526b4ed6174c8b7b1f7	horizontina	RS	2018-01-14	2018-01-14	1	147.15	147.15	0	NEW	2026-05-13 10:04:56.520
344	00e20792154788aa00f53fbd616a8d91	curitiba	PR	2018-04-07	2018-04-07	1	185.90	185.90	0	NEW	2026-05-13 10:04:56.520
345	00e2972a013072289c3e86cfc2b9e38d	brasilia	DF	2017-09-03	2017-09-03	1	215.05	215.05	0	NEW	2026-05-13 10:04:56.520
346	00e336519abc0012c8711db2132467ac	itu	SP	2018-04-15	2018-04-15	1	128.45	128.45	0	NEW	2026-05-13 10:04:56.520
347	00e57919b893c89f4d9eee8d06c41f6f	santo andre	SP	2017-11-17	2017-11-17	1	95.83	95.83	0	NEW	2026-05-13 10:04:56.520
348	00e5dfd6ee7406a69b74c72795e6f354	guarulhos	SP	2017-12-30	2017-12-30	1	44.09	44.09	0	NEW	2026-05-13 10:04:56.520
349	00e5ea6932dffb682bd3d5760e84d176	sao carlos	SP	2017-09-26	2017-09-26	1	68.89	68.89	0	NEW	2026-05-13 10:04:56.520
350	00e5fd621e63c426ef718e2174ebedc5	porto alegre	RS	2018-03-14	2018-03-14	1	81.24	81.24	0	NEW	2026-05-13 10:04:56.520
351	00e67cd18afc92ef0196eb8cdf31fde0	sao pedro da aldeia	RJ	2017-11-28	2017-11-28	1	45.20	45.20	0	NEW	2026-05-13 10:04:56.520
352	00e6c1a9e0ea3dbda699b60023a194ac	valinhos	SP	2018-02-03	2018-02-03	1	159.31	159.31	0	NEW	2026-05-13 10:04:56.520
353	00e707efa5ad9f0e6bcaeeb87910693b	santa rita do sapucai	MG	2017-04-17	2017-04-17	1	34.86	34.86	0	NEW	2026-05-13 10:04:56.520
354	00e872ca2fc94e59982286e69f186e0e	salvador	BA	2017-08-12	2017-08-12	1	420.94	420.94	0	NEW	2026-05-13 10:04:56.520
355	00e8cbf31206edcf22b7b118daa13983	rio de janeiro	RJ	2018-01-17	2018-01-17	1	292.22	292.22	0	NEW	2026-05-13 10:04:56.520
356	00e8de2edf1a4ac05a65e36b4682cd9e	sao paulo	SP	2018-03-20	2018-03-20	1	127.71	127.71	0	NEW	2026-05-13 10:04:56.520
357	00e91970e7fa706ece5b58bdb6344224	teresopolis	RJ	2018-02-20	2018-02-20	1	40.55	40.55	0	NEW	2026-05-13 10:04:56.520
358	00e984e99fdfd52943156d2d7eb4a5e6	vitoria	ES	2018-08-01	2018-08-01	1	46.94	46.94	0	NEW	2026-05-13 10:04:56.520
